2dDirection, 0x35d
MSS_Oswald_BunnyRoundup03_Played, 0x29ad
MSS_Oswald_BunnyRoundup04_Played, 0x29b1
MSS_OswaldIntro_Chatter_Played, 0x29b5
MSS_oswaldintro_Played, 0x29b9
MSS_OswaldLocket_Played, 0x29bd
MSS_PaintedSpatters_Played, 0x29c1
MSS_PaintedSpattersChatter_Played, 0x29c5
MSS_PaulieGear_Played, 0x29c9
MSS_paulieintro_Played, 0x29cd
MSS_pauliestore_Played, 0x29d1
MSS_Pete_BlotInvasionOver_Played, 0x29d5
MSS_Pete_BlotInvasionOverChatter_Played, 0x29d9
MSS_petechallengehalfway, 0x29dd
MSS_petecolonelidle_Played, 0x29e1
MSS_petecolonelintro_Played, 0x29e5
MSS_petecolonelturnin_Played, 0x29e9
MSS_PeteGear_Played, 0x29ed
MSS_PeteIdle_Played, 0x29f1
MSS_PeteIntro_Played, 0x29f5
MSS_petepanidle_Played, 0x29f9
MSS_petepanintro_Played, 0x29fd
MSS_petepanturnin_Played, 0x2a01
MSS_petetronicidle_Played, 0x2a05
MSS_petetronicintro_Played, 0x2a09
MSS_petetronicturnin_Played, 0x2a0d
MSS_PeteVoodooDoll_Played, 0x2a11
MSS_PortalPowerComplete_Played, 0x2a15
MSS_PortalPowerIdle_Played, 0x2a19
MSS_PowerSparkIdle_Played, 0x2a1d
MSS_PowerSparkIntro_Played, 0x2a21
MSS_PowerSparkTurnIn_Played, 0x2a25
MSS_PowerSparkWalts_Played, 0x2a29
MSS_PowerSparkWaltsIdle_Played, 0x2a2d
MSS_PowerSparkWaltsTurnIn_Played, 0x2a31
MSS_RescueMarkus01_Played, 0x2a35
MSS_RescueMarkus02_Played, 0x2a39
MSS_RescueMarkus03_Played, 0x2a3d
MSS_RiddleItemGet_Played, 0x2a41
MSS_SaveMarkus_Played, 0x2a45
MSS_SparkReminderV4_Played, 0x2a49
MSS_SpattersThinned_Played, 0x2a4d
MSS_SpattersThinnedChatter_Played, 0x2a51
MSS_StoreroomKeyGet_Played, 0x2a55
MSS_tomickeyjunk_Played, 0x2a59
MSS_TradePhoneGear_Played, 0x2a5d
MSS_Usher_BlotInvasionOver_Played, 0x2a61
MSS_Usher_SpecialAwards_Played, 0x2a65
MSS_UsherBunnyRoundup_Played, 0x2a69
MSS_UsherFilmTurnIn_Played, 0x2a6d
MSS_UsherGear_Played, 0x2a71
MSS_UsherGearSellCutlass_Played, 0x2a75
MSS_usherintro_Played, 0x2a79
MSS_V1_CorrineAdditional_Played, 0x2a7d
MSS_V1_ExtraExtra_Played, 0x2a81
MSS_V1_GertrudeAdditional_Played, 0x2a85
MSS_V1_GremlinAdditional_Played, 0x2a89
MSS_V1_GunterIntroPlayed, 0x37d
MSS_V1_InfoToBuy_Played, 0x2a91
MSS_V1_PenelopeAdditional_Played, 0x2a95
MSS_V1_RufusAdditional_Played, 0x2a99
MSS_V1_UsherAdditional_Played, 0x2a9d
MSS_V2_BunnyChatter_Played, 0x2aa1
MSS_V2_BunnyCompleted_Played, 0x2aa5
MSS_V2_BunnyRoundup_Played, 0x2aa9
MSS_V2_BuzzOff_Played, 0x2aad
MSS_V2_case1finish_Played, 0x2ab1
MSS_V2_CorrineAdditional_Played, 0x2ab5
MSS_V2_CorrineChatter_Played, 0x2ab9
MSS_V2_ExtraExtra_Played, 0x2abd
MSS_V2_footprintreminder_Played, 0x2ac1
MSS_V2_footprintscase1_Played, 0x2ac5
MSS_V2_GertrudeAdditional_Played, 0x2ac9
MSS_V2_hatrecovered_Played, 0x2acd
MSS_V2_InfoToBuy_Played, 0x2ad1
MSS_V2_PenelopeAdditional_Played, 0x2ad5
MSS_V2_RufusAdditional_Played, 0x2ad9
MSS_V2_sellhat_Played, 0x2add
MSS_V3_BunniesScared_Played, 0x2ae1
MSS_V3_BunnyChatter_Played, 0x2ae5
MSS_V3_BunnyCompleted_Played, 0x2ae9
MSS_V3_BunnyRoundup_Played, 0x2aed
MSS_V3_CorrineAdditional_Played, 0x2af1
MSS_V3_CorrineChatter_Played, 0x2af5
MSS_V3_ExtraExtra_Played, 0x2af9
MSS_V3_footprintitemrecovered_Played, 0x2afd
MSS_V3_footprintreminder_Played, 0x2b01
MSS_V3_footprintscase_Played, 0x2b05
MSS_V3_GertrudeAdditional_Played, 0x2b09
MSS_V3_InfoToBuy_Played, 0x2b0d
MSS_V3_MarkusChatter_Played, 0x2b11
MSS_V3_OswaldChatter_Played, 0x2b15
MSS_V3_PenelopeAdditional_Played, 0x2b19
MSS_V3_Porter_Hello_Played, 0x2b1d
MSS_V3_RufusAdditional_Played, 0x2b21
MSS_V3_RufusHello_Played, 0x2b25
MSS_V3_Usher_Chatter_Played, 0x2b29
MSS_V3_Usher_HelloAgain_Played, 0x2b2d
MSS_V3BunnyChatterProxy_Played, 0x2b31
MSS_V4_BunnyChatter_Played, 0x2b35
MSS_V4_BunnyCompleted_Played, 0x2b39
MSS_V4_BunnyRoundup_Played, 0x2b3d
MSS_V4_CorrineAdditional_Played, 0x2b41
MSS_V4_footprintitemrecovered_Played, 0x2b45
MSS_V4_footprintreminder_Played, 0x2b49
MSS_V4_footprintscase_Played, 0x2b4d
MSS_V4_GertrudeAdditional_Played, 0x2b51
MSS_V4_InfoToBuy_Played, 0x2b55
MSS_V4_PenelopeAdditional_Played, 0x2b59
MSS_V4_RufusAdditional_Played, 0x2b5d
MSS_V4_Usher_Chatter_Played, 0x2b61
MSS_V4_Usher_HelloAgain_Played, 0x2b65
MSS_V4BunnyChatterProxy_Played, 0x2b69
MSS_V5_BunnyChatter_Played, 0x2b6d
MSS_V5_BunnyCompleted_Played, 0x2b71
MSS_V5_BunnyRoundup_Played, 0x2b75
MSS_V5_CorrineAdditional_Played, 0x2b79
MSS_V5_ExtraExtra_Played, 0x2b7d
MSS_V5_footprintitemrecovered_Played, 0x2b81
MSS_V5_footprintreminder_Played, 0x2b85
MSS_V5_footprintscase_Played, 0x2b89
MSS_V5_GertrudeAdditional_Played, 0x2b8d
MSS_V5_InfoToBuy_Played, 0x2b91
MSS_V5_MarkusChatter_Played, 0x2b95
MSS_V5_PenelopeAdditional_Played, 0x2b99
MSS_V5_PeteChatter_Played, 0x2b9d
MSS_V5_RufusAdditional_Played, 0x2ba1
MSS_V5_Usher_Chatter_Played, 0x2ba5
MSS_V5_Usher_HelloAgain_Played, 0x2ba9
MSS_V5BunnyChatterProxy_Played, 0x2bad
MSUSA Right_Played, 0x2bb1
MSUSA_ZoneM_Direction, 0x2bb5
MSUSA_ZoneM_LeftScreen_Played, 0x2bb9
MSUSA_ZoneM_RightScreen_Played, 0x2bbd
MSUSA_ZoneN_LeftScreen_Played, 0x2bc1
MSUSA_ZoneN_RightScreen_Played, 0x2bc5
MSUSAM Left_Played, 0x2bc9
MSv4_Oswald_Chatter_Played, 0x2bcd
MSv4_Oswald_Hello_Played, 0x2bd1
Naut2DToCarouExtZD1_Played, 0x2bd5
NautRoomZBToNaut2D_Played, 0x2bd9
NeutralReaction01_Played, 0x2bdd
NeutralReaction02_Played, 0x2be1
NeutralReaction03_Played, 0x2be5
NO_BackfromLMQuest, 0x2be9
NO_bellbase, 0x2bed
NO_bellbell, 0x2bf1
NO_bellcomplete_Played, 0x2bf5
NO_bellcompleted, 0x2bf9
NO_bellcompleteidle_Played, 0x2bfd
NO_BellDestroyedTentacle_Played, 0x2c01
NO_bellfound, 0x2c05
NO_bellidle_Played, 0x2c09
NO_bellqueststart, 0x2c0d
NO_bellstart_Played, 0x2c11
NO_bertidle_Played, 0x2c15
NO_bertidle_random_Played, 0x2c19
NO_bertlamp1, 0x2c1d
NO_bertlamp2, 0x2c21
NO_bertlamp3, 0x2c25
NO_bertlamp4, 0x2c29
NO_bertlamp5, 0x2c2d
NO_bertlamp6, 0x2c31
NO_bertlamp7, 0x2c35
NO_bertlamp8, 0x2c39
NO_bertlamplit_Played, 0x2c3d
NO_bertlamps_Played, 0x2c41
NO_bertpaint_Played, 0x2c45
NO_bertrandhelped, 0x2c49
NO_bertscared_Played, 0x2c4d
NO_berttent_Played, 0x2c51
NO_boat, 0x2c55
NO_boatgear_Played, 0x2c59
NO_boatreleased, 0x2c5d
NO_boatreleasequest, 0x2c61
NO_BogShopSpark, 0x2c65
NO_book, 0x2c69
NO_BookFoundFirst_Played, 0x2c6d
NO_bookget, 0x2c71
NO_bookidle_Played, 0x2c75
NO_bookidle_random_Played, 0x2c79
NO_bookintro, 0x2c7d
NO_bookintro_Played, 0x2c81
NO_booktoghost, 0x2c85
NO_bookturnin_Played, 0x2c89
NO_bookturninidle_Played, 0x2c8d
NO_box1, 0x2c91
NO_box2, 0x2c95
NO_brave, 0x2c99
NO_breakhauntedobj, 0x2c9d
NO_BridgeDoneHint_Played, 0x2ca1
NO_bridges, 0x2ca5
NO_bridgesallfixed_Chatter_Played, 0x2ca9
NO_bridgesallfixed_Played, 0x2cad
NO_BuyLouisBadge_IdleChat_Played, 0x2cb1
NO_BuyLouisBadge_Played, 0x2cb5
NO_CandleGhostFree_Played, 0x2cb9
NO_CandleGhostsFreed, 0x2cbd
NO_cantscare_Played, 0x2cc1
NO_ConstructDonaldFMV_Played, 0x2cc5
NO_CourageQuestFailed_Played, 0x2cc9
NO_DaisyDoll, 0x2ccd
NO_donaldarmget, 0x2cd1
NO_donaldconstructed, 0x2cd5
NO_DonaldFindparts_1_Played, 0x2cd9
NO_DonaldFindparts_2_Played, 0x2cdd
NO_DonaldFindparts_4_Played, 0x2ce1
NO_donaldfindparts_Played, 0x2ce5
NO_DonaldFMV_Played, 0x2ce9
NO_DonaldIdleChat_Played, 0x2ced
NO_donaldlegget, 0x2cf1
NO_DonaldPartPurchased, 0x2cf5
NO_donaldparts, 0x2cf9
NO_donaldpartsfail_Played, 0x2cfd
NO_donaldpartsfound, 0x2d01
NO_donaldpartsidle_Played, 0x2d05
NO_donaldtent_Played, 0x2d09
NO_donaldtorsoget, 0x2d0d
NO_donaldvoodooready, 0x2d11
NO_donaldwaistget, 0x2d15
NO_ExitShip_Played, 0x2d19
NO_fearscalmed, 0x2d1d
NO_fearscalmed_Played, 0x2d21
NO_fearsdone_Played, 0x2d25
NO_FirstVisit2Entrance, 0x2d29
NO_fishingboot, 0x2d2d
NO_fishingpole, 0x2d31
NO_fishpoleturnin, 0x2d35
NO_fixbridges, 0x2d39
NO_flower1, 0x2d3d
NO_flower2, 0x2d41
NO_flower3, 0x2d45
NO_flower4, 0x2d49
NO_flowerquestget, 0x2d4d
NO_flowers, 0x2d51
NO_flowersplanted, 0x2d55
NO_FreeGhosts_Played, 0x2d59
NO_FreeGhostsComplete_Followup_Played, 0x2d5d
NO_FreeGhostsComplete_Played, 0x2d61
NO_FreeGhostsIdle_Played, 0x2d65
NO_GabeV2Chatter_Played, 0x2d69
NO_GabeV2intro_Played, 0x2d6d
NO_getdoll_Played, 0x2d71
NO_ghostintro, 0x2d75
NO_ghostintroplayed, 0x2d79
NO_GhostsSetFree, 0x2d7d
NO_GilbertBoatalreadyreleased_Played, 0x2d81
NO_GilbertBoatrelease_Played, 0x2d85
NO_GilbertBoatreleaseidle_Played, 0x2d89
NO_GilbertBoatturnin_Played, 0x2d8d
NO_GilbertBoatTurnInChatter_Played, 0x2d91
NO_gilbertfear_Played, 0x2d95
NO_gilbertgate_Played, 0x2d99
NO_gilbertidle_Played, 0x2d9d
NO_gilbertintro_Played, 0x2da1
NO_GilbertIntro1_Played, 0x2da5
NO_GilbertIntro2_Played, 0x2da9
NO_GilbertNoTalk, 0x2dad
NO_GilbertOnBoat_Played, 0x2db1
NO_gilbertscare_Played, 0x2db5
NO_gilbertWaitingToScare_Played, 0x2db9
NO_GildaPostRaceChatter_Played, 0x2dbd
NO_GildaRace5_Played, 0x2dc1
NO_Gus_BlotBattleEnd_Played, 0x2dc5
NO_Gus_BlotBattleStart_Played, 0x2dc9
NO_Gus_IntroFlythrough01_Played, 0x2dcd
NO_Gus_IntroFlythrough02_Played, 0x2dd1
NO_Gus_IntroFlythrough03_Played, 0x2dd5
NO_Gus_LouisHutEnter_Played, 0x2dd9
NO_Gus_LouisHutExit_Played, 0x2ddd
NO_gusbellbase_Played, 0x2de1
NO_gusbellbell_Played, 0x2de5
NO_gusboatenter_Played, 0x2de9
NO_gusboatexit_Played, 0x2ded
NO_gusbookget_Played, 0x2df1
NO_gusCandleGhostComplete_Played, 0x2df5
NO_GusGhostsFree_Played, 0x2df9
NO_gusintro_Played, 0x2dfd
NO_gusmansionenter_Played, 0x2e01
NO_GusMansionGateHint_Played, 0x2e05
NO_gusmeanstreetenter_Played, 0x2e09
NO_gussign_Played, 0x2e0d
NO_gusstoreenter_Played, 0x2e11
NO_gusstoreexit_Played, 0x2e15
NO_gustent_Played, 0x2e19
NO_hauntedidle_Played, 0x2e1d
NO_hauntedobjdestroy, 0x2e21
NO_havevoodoo_Played, 0x2e25
NO_intro, 0x2e29
NO_invasionrepelled, 0x2e2d
NO_lampaccept, 0x2e31
NO_lamps, 0x2e35
NO_LeavingToLMQuestExpire_Played, 0x2e39
NO_lockedintro, 0x2e3d
NO_Louis_CourageChatter_Played, 0x2e41
NO_louisbadge_Played, 0x2e45
NO_louisBadgeSold, 0x2e49
NO_louisbridgeidle_Played, 0x2e4d
NO_louisbridges_Played, 0x2e51
NO_louiscourage, 0x2e55
NO_louiscourage_Played, 0x2e59
NO_louiscourageidle_Played, 0x2e5d
NO_louisfear, 0x2e61
NO_louisgone, 0x2e65
NO_louishelped, 0x2e69
NO_louishelped_Played, 0x2e6d
NO_louisLampsThinned_Played, 0x2e71
NO_louisscared, 0x2e75
NO_louisscared_Played, 0x2e79
NO_louisscared2_Played, 0x2e7d
NO_louistent_Played, 0x2e81
NO_mansiongateopened, 0x2e85
NO_mansionkey, 0x2e89
NO_mansionkeyintro, 0x381
NO_metadoll_Played, 0x2e91
NO_metafearsidle_Played, 0x2e95
NO_metaghostmad_Played, 0x2e99
NO_metaidle_Played, 0x2e9d
NO_metaintro_Played, 0x2ea1
NO_Metairie_BridgeDone_Chatter_Played, 0x2ea5
NO_MetairieBridgeDone_Played, 0x2ea9
NO_MetairieBridgeIdle_Played, 0x2ead
NO_MetairieBridgeStart_Played, 0x2eb1
NO_MetairieDoll, 0x2eb5
NO_metascaredidle_Played, 0x2eb9
NO_metastore2_Played, 0x2ebd
NO_metatent_Played, 0x2ec1
NO_NewOrleansProgress, 0x2ec5
NO_NPCPuddle, 0x2ec9
NO_organ_Played, 0x2ecd
NO_organfearcalmed_Played, 0x2ed1
NO_organfixed, 0x2ed5
NO_organidle_Played, 0x2ed9
NO_organscared_Played, 0x2edd
NO_peoplescared, 0x2ee1
NO_PeteDoll, 0x2ee5
NO_PhoneBoxes, 0x2ee9
NO_PlantsPainted, 0x2eed
NO_PlantsPainted_Played, 0x2ef1
NO_Radio_AttackOver_Played, 0x2ef5
NO_radioguypin, 0x2ef9
NO_RadioRiddleChat_Played, 0x2efd
NO_RadioRiddleGet, 0x2f01
NO_RandomGhostChatter_Played, 0x2f05
NO_randomradio_Played, 0x2f09
NO_signget, 0x2f0d
NO_signidle2_Played, 0x2f11
NO_signquest, 0x2f15
NO_signturnin2_Played, 0x2f19
NO_smartlamp, 0x2f1d
NO_SoldCourageMedal, 0x2f21
NO_Spark1, 0x2f25
NO_Spark2, 0x2f29
NO_spatter1, 0x2f2d
NO_spatter2, 0x2f31
NO_spatters, 0x2f35
NO_storecleared, 0x2f39
NO_storehelp2_Played, 0x2f3d
NO_storekey, 0x2f41
NO_storeopened, 0x2f45
NO_tentdestroy, 0x2f49
NO_ThinningLamps_Played, 0x2f4d
NO_timedlamp, 0x2f51
NO_TurnInLeona_Played, 0x2f55
NO_UpdateDonaldQuest_Played, 0x2f59
NO_V1_OpeningIGC_Played, 0x2f5d
NO_V2_IanGivesPin_Played, 0x2f61
NO_V3_BertrandAttackOver_Played, 0x2f65
NO_V3_Intro, 0x2f69
NO_V3_Louis_AttackOver_Played, 0x2f6d
NO_V3_Metairie_Thanks_Played, 0x2f71
NO_visit2intro, 0x2f75
NO_Visit3AllClear, 0x2f79
NO_visitnum, 0x2f7d
NO_voodoo, 0x2f81
NO_voodoo_Chatter_Played, 0x2f85
NO_voodoo_Played, 0x2f89
NO_voodoobert_Played, 0x2f8d
NO_voodooblotfmvplayed, 0x2f91
NO_voodoodollget, 0x2f95
NO_VoodooDollTurnedIn, 0x2f99
NO_voodoofmvplayed, 0x2f9d
NOS, 0x2fa1
NOS_LonesomeGhostHello_Played, 0x2fa5
NOS_NumTentalcesDestroyed, 0x2fa9
NOS_RunawayBookCount, 0x2fad
NOS_SignQuestGotten, 0x2fb1
NOS_V1_Florence_Chatter_Played, 0x2fb5
NOS_V1_Florence_Hello_Played, 0x2fb9
NOS_V1_Millicent_Chatter_Played, 0x2fbd
NOS_V1_Millicent_Hello_Played, 0x2fc1
NOS_V1_MillicentHello_Played, 0x2fc5
NOS_V2_Florence_Chatter_Played, 0x2fc9
NOS_V2_Florence_Hello_Played, 0x2fcd
NOS_V2_FootprintBuzzOff_Played, 0x2fd1
NOS_V2_Footprintcase4finish_Played, 0x2fd5
NOS_V2_Footprintsellstolen_Played, 0x2fd9
NOS_V2_Millicent_Chatter_Played, 0x2fdd
NOS_V2_Millicent_Hello_Played, 0x2fe1
NOS_V3_FlorenceImpressed_Played, 0x2fe5
NOS_V3_MillicentImpressed_Played, 0x2fe9
NOSquare_FilmClip, 0x2fed
Nothing Begun_Played, 0x2ff1
NPC_Attitude, 0x2ff5
Only 1 Tiki Mask_Played, 0x2ff9
Only 2 Tiki Masks_Played, 0x2ffd
p, 0x3001
PaintReaction01_Played, 0x3005
PaintReaction02_Played, 0x3009
PaintReaction03_Played, 0x300d
PaintReaction04_Played, 0x3011
PaintReaction06_Played, 0x3015
PaintReaction07_Played, 0x3019
PaintReaction08_Played, 0x301d
PaintReaction09_Played, 0x3021
PaintUpgrade_Clocktower, 0x406d
PaintUpgrade_Hook, 0x4071
PartStatus_LArmForearm, 0x3025
PartStatus_LArmIndex, 0x3029
PartStatus_LArmIndexBase, 0x302d
PartStatus_LArmMiddle, 0x3031
PartStatus_LArmMiddleBase, 0x3035
PartStatus_LArmPalm, 0x3039
PartStatus_LArmPinky, 0x303d
PartStatus_LArmPinkyBase, 0x3041
PartStatus_LArmThumb, 0x3045
PartStatus_RArmForearm, 0x3049
PartStatus_RArmIndex, 0x304d
PartStatus_RArmIndexBase, 0x3051
PartStatus_RArmMiddle, 0x3055
PartStatus_RArmMiddleBase, 0x3059
PartStatus_RArmPalm, 0x305d
PartStatus_RArmPinky, 0x3061
PartStatus_RArmPinkyBase, 0x3065
PartStatus_RArmThumb, 0x3069
percentHero, 0x306d
percentScrapper, 0x3071
PetePan1_Played, 0x3075
PeteToPlutopia_Played, 0x3079
PinGrem_Bennet_Played, 0x307d
PinGrem_Buy_Played, 0x3081
PinGrem_Chatter_Played, 0x3085
PinGrem_Greet_Played, 0x3089
PinGrem_Thank_Played, 0x308d
pinleft, 0x3091
pinleft2, 0x3095
pinright, 0x3099
pinright2, 0x309d
Pirate_Guide_BagCheck_Played, 0x30a1
Pirate_Guide_BagQuests_Played, 0x30a5
Pirate_Guide_ContentFound_Played, 0x30a9
Pirate_Guide_Meeting_Played, 0x30ad
Pirate_Guide_V1_OpenPortal_Played, 0x30b1
Pirate_Guide_WatchStore_Played, 0x30b5
Pirate_to_Jollyroger_1_convo_Played, 0x30b9
PirateVoyageTo2D_Played, 0x30bd
Placeholder_Art_Unlocked_01, 0x30c1
Placeholder_Art_Unlocked_02, 0x30c5
Placeholder_Art_Unlocked_03, 0x30c9
Placeholder_Art_Unlocked_04, 0x30cd
Placeholder_Art_Unlocked_05, 0x30d1
Placeholder_Art_Unlocked_06, 0x30d5
Placeholder_Art_Unlocked_07, 0x30d9
Placeholder_Art_Unlocked_08, 0x30dd
Placeholder_Art_Unlocked_09, 0x30e1
Placeholder_Art_Unlocked_10, 0x30e5
Placeholder_Art_Unlocked_11, 0x30e9
Placeholder_Art_Unlocked_12, 0x30ed
Placeholder_Art_Unlocked_13, 0x30f1
Placeholder_Art_Unlocked_14, 0x30f5
Placeholder_Art_Unlocked_15, 0x30f9
Placeholder_Art_Unlocked_16, 0x30fd
Placeholder_Art_Unlocked_17, 0x3101
Placeholder_Art_Unlocked_18, 0x3105
Placeholder_Art_Unlocked_19, 0x3109
Placeholder_Art_Unlocked_20, 0x310d
Placeholder_Art_Unlocked_21, 0x3111
Placeholder_Art_Unlocked_22, 0x3115
Placeholder_Art_Unlocked_23, 0x3119
Placeholder_Art_Unlocked_24, 0x311d
Placeholder_Art_Unlocked_25, 0x3121
Placeholder_Art_Unlocked_26, 0x3125
Placeholder_Art_Unlocked_27, 0x3129
Placeholder_Art_Unlocked_28, 0x312d
Placeholder_Art_Unlocked_29, 0x3131
Placeholder_Art_Unlocked_30, 0x3135
PLACEHOLDER_BALLROOM_Played, 0x3139
PLACEHOLDER_NEVILLE_Played, 0x313d
PLACEHOLDER_Played, 0x3141
PlayerFirstTimeInZone, 0x3145
Plutopia_Projector_Left_Played, 0x3149
Plutopia_Projector_Right_Played, 0x314d
PlutopiaToHub_Played, 0x3151
PortalFromFtoSBWb_Played, 0x3155
PortalTo2DSteamC_Played, 0x3159
PortalToBigBen_Played, 0x315d
PortalToClockB_Played, 0x3161
PortalToSteamC_Played, 0x3165
PostBloticle01_Played, 0x3169
PostBloticle02_Played, 0x316d
PostBloticle03_Played, 0x3171
PostBloticle04_Played, 0x3175
PostBloticle05_Played, 0x3179
PostBloticle06_Played, 0x317d
PostBloticle07_Played, 0x3181
PostBloticle08_Played, 0x3185
PotW_2D_V1_Intro, 0x3189
PotW_2DToHUBLoad_Played, 0x318d
PotW_BagCheckPlayed, 0x3191
PotW_DaisyBody, 0x3195
PotW_DaisyHead, 0x3199
PotW_DaisyLArm, 0x319d
PotW_DaisyLLeg, 0x31a1
PotW_DaisyParts, 0x31a5
PotW_DaisyRArm, 0x31a9
PotW_DaisyRLeg, 0x31ad
PotW_DaisyWaist, 0x31b1
PotW_DecipheredSymbols, 0x31b5
PotW_EndLevelCutscene, 0x31b9
PotW_GremlinBuzz_Help_Played, 0x31bd
PotW_GremlinBuzz_Thanks_Played, 0x31c1
PotW_GremlinErik_Help_Played, 0x31c5
PotW_GremlinErik_Thanks_Played, 0x31c9
PotW_GremlinMarc_Help_Played, 0x31cd
PotW_GremlinMarc_Thanks_Played, 0x31d1
PotW_Gus_Admonish_Played, 0x31d5
PotW_HookQuest_Played, 0x31d9
PoTW_IGC_Gus01_Played, 0x31dd
PotW_IGC_Gus02_Played, 0x31e1
PotW_IGC_Gus03_Played, 0x31e5
PoTW_IGC_Hook01_Played, 0x31e9
PoTW_IGC_Pete01_Played, 0x31ed
PoTW_IGC_Pete02_Played, 0x31f1
PotW_IVTentacle1Killed, 0x31f5
PotW_IVTentacle2Killed, 0x31f9
PotW_IVTentacle3Killed, 0x31fd
PotW_Jail_CagedPirate1Freed, 0x3201
PotW_Jail_CagedPirate2Freed, 0x3205
PotW_Jail_CagedPirate3Freed, 0x3209
PotW_Jail_CellKeys, 0x320d
potw_Jungle_Cleared, 0x3211
potw_Jungle_EnemiesEliminated, 0x3215
PotW_Jungle_Eye1L, 0x3219
PotW_Jungle_Eye3L, 0x321d
PotW_Jungle_Eye3Top, 0x3221
PotW_Jungle_Eye4L, 0x3225
PotW_Jungle_Eye4R, 0x3229
PotW_Jungle_EyePlaced, 0x322d
PotW_Jungle_EyesCollected, 0x3231
potw_Jungle_GemsQuest, 0x3235
potw_Jungle_GremlinBuzzFree, 0x3239
PotW_Jungle_HeadsComplete, 0x323d
PotW_Jungle_HiddenSymbol1, 0x3241
PotW_Jungle_HiddenSymbol2, 0x3245
PotW_Jungle_HiddenSymbol3, 0x3249
potw_jungle_lanterns, 0x324d
PotW_Jungle_LanternsComplete, 0x3251
potw_jungle_pinGold01, 0x3255
potw_jungle_pinGold01_Persist, 0x3259
potw_jungle_pinSilver01, 0x325d
potw_Jungle_WellLockCount, 0x3261
PotW_JungleIntroPlayed, 0x3265
PotW_JungleTentacle1Killed, 0x3269
PotW_JungleTentacle2Killed, 0x326d
PotW_JungleTentacle3Killed, 0x3271
PotW_MeetingPlayed, 0x3275
PotW_PetePanFilmReel, 0x3279
PoTW_PetePanIGC_firstDialog, 0x327d
potw_Pin_Unique_Never_Late, 0x3281
potw_Pin_Unique_No_More, 0x3285
potw_Pin_Unique_Pirate_Hero, 0x3289
potw_PirateVoyage_IntroPlayed, 0x385
potw_PirateVoyage_Pin_Bronze01, 0x3291
potw_PirateVoyage_Pin_Bronze01_Persist, 0x3295
potw_PirateVoyage_Pin_Silver01, 0x3299
potw_PirateVoyage_Pin_Silver01_Persist, 0x329d
PotW_PlayerHasKeyToVillage, 0x32a1
PotW_Ride_GremlinErikFree, 0x32a5
potw_ride_pump1, 0x32a9
potw_ride_pump2, 0x32ad
potw_ride_pump3, 0x32b1
potw_ride_startLocation, 0x32b5
PotW_SkullRock_IntroPlayed, 0x32b9
PotW_SkullRockTentacle1Killed, 0x32bd
PotW_SkullRockTentacle2Killed, 0x32c1
PotW_SkullRockTentacle3Killed, 0x32c5
PotW_SkullRockTentaclesKilled, 0x32c9
potw_SR_AnchorCount, 0x32cd
PotW_SR_BoatComplete, 0x32d1
potw_SR_BronzePin_01, 0x32d5
potw_SR_BronzePin_01_Persist, 0x32d9
PotW_SR_DaisyPart_Played, 0x32dd
PotW_SR_DontCrossTheBeams_Played, 0x32e1
PotW_SR_FilmScreen_Played, 0x32e5
PotW_SR_FistMachineWarning_Played, 0x32e9
potw_SR_GoldPin_01, 0x32ed
potw_SR_GoldPin_01_Persist, 0x32f1
PotW_SR_Gunner_RestoredBarks_Played, 0x32f5
PotW_SR_Gunner_RestoredIntro_Played, 0x32f9
PotW_SR_GusIsland_4_Played, 0x32fd
PotW_SR_GusIsland3_Played, 0x3301
PotW_SR_Intro1_Played, 0x3305
PotW_SR_Intro2_Played, 0x3309
PotW_SR_IntroComplete, 0x330d
PotW_SR_Machine_Broken_Played, 0x3311
PotW_SR_Machine_Intro_Played, 0x3315
PotW_SR_Machine_Repaired_Played, 0x3319
PotW_SR_MachineBreak_2_Played, 0x331d
PotW_SR_MachineBreak_3_Played, 0x3321
PotW_SR_MachineBreak_Intro_Played, 0x3325
potw_SR_MachineDestroyed, 0x3329
PotW_SR_MachineMixed_Played, 0x332d
PotW_SR_MachineRepair_2_Played, 0x3331
PotW_SR_MachineRepair_3_Played, 0x3335
PotW_SR_MachineRepair_Intro_Played, 0x3339
PotW_SR_MachineState, 0x333d
PotW_SR_PetePan_Chatter_Played, 0x3341
PotW_SR_PetePan_Greet_Played, 0x3345
PotW_SR_PetePan_Judgements_Played, 0x3349
PotW_SR_PetePan_NegativeState_Played, 0x334d
PotW_SR_PlayStyle_1_Played, 0x3351
PotW_SR_PlayStyle_2_Played, 0x3355
PotW_SR_PlayStyle_3_Played, 0x3359
PotW_SR_PlayStyle_4_Played, 0x335d
PotW_SR_PlayStyle_5_Played, 0x3361
potw_SR_PumpsUsed, 0x4091
PotW_SR_RestoreHelm_Played, 0x3365
PotW_SR_Ship_Intro_Played, 0x3369
PotW_SR_ShipRising1_Played, 0x336d
PotW_SR_ShipRising2_Played, 0x3371
PotW_SR_ShipRising4_Played, 0x3375
PotW_SR_ShipRising5_Played, 0x3379
potw_SR_SilverPin_01, 0x337d
potw_SR_SilverPin_01_Persist, 0x3381
PotW_SR_StartingChestBroken_Played, 0x3385
PotW_SR_TopOfTheIsland_Played, 0x3389
PotW_SV_TentacleIVTotal, 0x338d
PotW_SV_TentacleJungleTotal, 0x3391
PotW_SV_TentacleSRTotal, 0x3395
